1	0	0	0.00391	0.33487	0.33096	0.33417
2	0	0.0114943	0.0029	0.33418	0.33128	0.33454
3	0	0.0229885	0.00069	0.33447	0.33378	0.33175
4	0	0.0344828	-0.00171	0.33202	0.33373	0.33425
5	0	0.045977	-0.0033	0.3329	0.3362	0.3309
6	0	0.0574713	-0.00079	0.33237	0.33316	0.33447
7	0	0.0689655	0.00117	0.33249	0.33132	0.33619
8	0	0.0804598	-0.0043	0.3326	0.3369	0.3305
9	0	0.091954	-0.00142	0.3317	0.33312	0.33518
10	0	0.103448	-0.0024	0.33159	0.33399	0.33442
11	0	0.114943	-0.00098	0.33404	0.33502	0.33094
12	0	0.126437	-0.00128	0.33319	0.33447	0.33234
13	0	0.137931	-0.00034	0.33266	0.333	0.33434
14	0	0.149425	0.00103	0.33496	0.33393	0.33111
15	0	0.16092	0.00178	0.33419	0.33241	0.3334
16	0	0.172414	-0.00101	0.3331	0.33411	0.33279
17	0	0.183908	-0.00629	0.33137	0.33766	0.33097
18	0	0.195402	0.00055	0.33426	0.33371	0.33203
19	0	0.206897	-0.00242	0.3329	0.33532	0.33178
20	0	0.218391	0.0013	0.33458	0.33328	0.33214
21	0	0.229885	-0.00072	0.33275	0.33347	0.33378
22	0	0.241379	0.00296	0.33546	0.3325	0.33204
23	0	0.252874	0.00072	0.33356	0.33284	0.3336
24	0	0.264368	-0.00143	0.33227	0.3337	0.33403
25	0	0.275862	0.00237	0.33454	0.33217	0.33329
26	0	0.287356	0.006	0.33514	0.32914	0.33572
27	0	0.298851	-0.00122	0.33244	0.33366	0.3339
28	0	0.310345	-0.00186	0.33315	0.33501	0.33184
29	0	0.321839	0.00156	0.33403	0.33247	0.3335
30	0	0.333333	-0.0015	0.33317	0.33467	0.33216
1	0.010101	0	-0.00188	0.33213	0.33401	0.33386
2	0.010101	0.0114943	0.0029	0.33296	0.33006	0.33698
3	0.010101	0.0229885	0.00122	0.33395	0.33273	0.33332
4	0.010101	0.0344828	0.00251	0.33419	0.33168	0.33413
5	0.010101	0.045977	0.00041	0.33498	0.33457	0.33045
6	0.010101	0.0574713	-0.00362	0.33092	0.33454	0.33454
7	0.010101	0.0689655	-0.00036	0.33248	0.33284	0.33468
8	0.010101	0.0804598	-0.00436	0.33064	0.335	0.33436
9	0.010101	0.091954	0.00223	0.33385	0.33162	0.33453
10	0.010101	0.103448	-0.00305	0.33232	0.33537	0.33231
11	0.010101	0.114943	0.00114	0.33332	0.33218	0.3345
12	0.010101	0.126437	-0.00205	0.33413	0.33618	0.32969
13	0.010101	0.137931	-0.00325	0.33019	0.33344	0.33637
14	0.010101	0.149425	-0.0015	0.33241	0.33391	0.33368
15	0.010101	0.16092	-0.00212	0.33268	0.3348	0.33252
16	0.010101	0.172414	0.00332	0.33444	0.33112	0.33444
17	0.010101	0.183908	0.00746	0.33777	0.33031	0.33192
18	0.010101	0.195402	0.00079	0.33283	0.33204	0.33513
19	0.010101	0.206897	-0.00274	0.33172	0.33446	0.33382
20	0.010101	0.218391	-0.00064	0.33405	0.33469	0.33126
21	0.010101	0.229885	-0.00276	0.33176	0.33452	0.33372
22	0.010101	0.241379	0.00141	0.33375	0.33234	0.33391
23	0.010101	0.252874	0.00229	0.33553	0.33324	0.33123
24	0.010101	0.264368	0.0017	0.33435	0.33265	0.333
25	0.010101	0.275862	-0.00071	0.3329	0.33361	0.33349
26	0.010101	0.287356	0.00012	0.33299	0.33287	0.33414
27	0.010101	0.298851	0.0008	0.33396	0.33316	0.33288
28	0.010101	0.310345	-0.0015	0.33213	0.33363	0.33424
29	0.010101	0.321839	7e-05	0.33301	0.33294	0.33405
30	0.010101	0.333333	-0.00266	0.33119	0.33385	0.33496
1	0.020202	0	0.00367	0.3348	0.33113	0.33407
2	0.020202	0.0114943	-0.00051	0.33266	0.33317	0.33417
3	0.020202	0.0229885	0.00219	0.33382	0.33163	0.33455
4	0.020202	0.0344828	-0.00102	0.33446	0.33548	0.33006
5	0.020202	0.045977	-0.00034	0.33423	0.33457	0.3312
6	0.020202	0.0574713	0.00024	0.3333	0.33306	0.33364
7	0.020202	0.0689655	0.00113	0.33555	0.33442	0.33003
8	0.020202	0.0804598	-0.00244	0.33249	0.33493	0.33258
9	0.020202	0.091954	0.00204	0.33258	0.33054	0.33688
10	0.020202	0.103448	-0.00304	0.33335	0.33639	0.33026
11	0.020202	0.114943	-0.0039	0.33219	0.33609	0.33172
12	0.020202	0.126437	-0.00145	0.33275	0.3342	0.33305
13	0.020202	0.137931	0.00304	0.33459	0.33155	0.33386
14	0.020202	0.149425	-0.00611	0.32939	0.3355	0.33511
15	0.020202	0.16092	0.00086	0.33412	0.33326	0.33262
16	0.020202	0.172414	-0.0011	0.33281	0.33391	0.33328
17	0.020202	0.183908	-0.00035	0.33454	0.33489	0.33057
18	0.020202	0.195402	-0.00023	0.33393	0.33416	0.33191
19	0.020202	0.206897	0.00074	0.33426	0.33352	0.33222
20	0.020202	0.218391	-0.00073	0.33243	0.33316	0.33441
21	0.020202	0.229885	-0.00221	0.33246	0.33467	0.33287
22	0.020202	0.241379	-0.00065	0.33321	0.33386	0.33293
23	0.020202	0.252874	0.00105	0.33334	0.33229	0.33437
